fecha,hora,latitud,longitud,tipologia,direccion,zona,parroquia_urbana,causas,nro_heridos,nro_fallecidos
12-07,11:38,-3.9926761,-79.2106113,atropello,eugenio espejo y juan maria riofrio,urbana,sucre,imprudencia del conductor,1,0
12-06,02:56,-4.0015997,-79.20614,choque lateral perpendicular,mercadillo y ramon pinto,urbana,el sagrario,conducir en estado de embriaguez,0,0
12-07,01:36,-3.9830018,-79.202403,perdida de carril,santiago de las montanas y orillas del zamora,urbana,el valle,conducir en estado de embriaguez,1,0
12-07,16:00,-4.0007921,-79.1971627,perdida de carril,macara y mercadillo,urbana,el sagrario,conducir en estado de embriaguez,0,0
12-07,02:45,-3.9981528,-79.2000963,atropello,olmedo y rocafuerte,urbana,el sagrario,conducir en exceso de velocidad,1,0
12-02,02:45,-4.004239,-79.199695,choque lateral perpendicular,olmedo y andres bello,urbana,san sebastian,no respetar las senales de transito,0,0
12-07,16:15,-4.000213,-79.2321693,choque lateral angular,angel felicisimo rojas,urbana,sucre,conducir en estado de embriaguez,0,0
12-08,13:00,-3.9991402,-79.2000169,choque lateral perpendicular,olmedo y miguel riofrio,urbana,el sagrario,imprudencia del conductor,0,0
12-09,20:19,-3.998243,-79.204868,choque lateral angular,universitaria y rocafuerte,urbana,el sagrario,no respetar las senales de transito,0,0
12-08,20:24,-3.601587,-79.2162331,choque frontal longitudinal,8 de diciembre y belisario moreno,urbana,carigan,conducir en estado de embriaguez,1,0
12-13,23:01,-4.0004241,-79.2048702,choque lateral angular,manuel agustin aguirre y azuay,urbana,sucre,conducir en estado de embriaguez,0,0
12-13,23:39,-4.0000059,-79.1988756,choque lateral angular,juan jose pena y azuay,urbana,el sagrario,no respetar las senales de transito,0,0
12-13,16:40,-3.95949,-79.234673,volcamiento longitudinal,sin nombre y angel felicisimo rojas,urbana,carigan,conducir en exceso de velocidad,0,0
12-14,02:15,-4.0157093,-79.2039928,estrellamiento,pio jaramillo alvarado alvardo y abraham lincoln,urbana,punzara,conducir en exceso de velocidad,0,0
12-15,17:25,-3.9780856,-79.2224271,perdida de carril,via loja catamayo - isidro ayora,urbana,sucre,conducir en exceso de velocidad,0,0
12-16,20:24,-3.9680786,-79.2101896,choque lateral angular,8 de diciembre,urbana,carigan,no respetar las senales de transito,0,0
12-17,12:45,-4.011026,-79.205885,choque lateral angular,chile y mexico,urbana,punzara,no respetar las senales de transito,0,0
12-18,11:45,-3.9982361,-79.2030125,atropello,sucre y rocafuerte,urbana,el sagrario,no respetar las senales de transito,1,0
12-18,22:39,-3.980427,-79.212398,perdida de carril,mendoza entre asuncion y rosario,urbana,sucre,conducir en estado de embriaguez,0,0
12-18,20:59,-3.754046,-79.265711,choque lateral angular,barrio nueva esperanza via loja cuenca,rural,n/n,imprudencia del conductor,0,1
12-18,12:56,-3.9441413,-79.2221469,choque lateral angular,8 de diciembre y chantaco,urbana,carigan,no respetar las senales de transito,0,0
12-20,03:00,-3.9960667,-79.213364917,estrellamiento,calicuchima y panzaleos,urbana,sucre,conducir en exceso de velocidad,0,0
12-20,02:10,-4.001148,-79.199887,roce negativo,olmedo y mercadillo,urbana,san sebastian,conducir en estado de embriaguez,0,0
12-20,22:16,-3.99621,-79.200227,choque lateral perpendicular,olmedo y jose antonio eguiguren,urbana,el sagrario,no respetar las senales de transito,0,0
12-20,21:14,-3.9782133,-79.2239124,perdida de carril,isidro ayora y cumanda,urbana,sucre,conducir en exceso de velocidad,0,0
12-20,23:54,-3.9941634,-79.1974405,estrellamiento,zoilo rodriguez entre antizana y victor vivar,urbana,el sagrario,conducir en exceso de velocidad,0,0
12-21,07:15,-4.031098,-79.2150152,perdida de carril,angel felicisimo rojas,urbana,punzara,conducir en exceso de velocidad,0,0
12-22,00:50,-4.046871,-79.1969381,perdida de carril,exodo de yangana,urbana,punzara,conducir en exceso de velocidad,0,0
12-21,20:04,-4.0340554,-79.1987228,perdida de carril,exodo de yangana,urbana,punzara,conducir en exceso de velocidad,0,0
12-19,11:50,-3.970334,-79.209657,choque lateral angular,pablo palacios y arturo armijos ayala,urbana,carigan,no respetar las senales de transito,0,0
12-25,03:30,-3.7728012,-79.2584897,roce positivo,barrio el durazno via cuenca loja,rural,n/n,conducir en exceso de velocidad,0,0
12-25,06:30,-4.0036209,-79.1996818,estrellamiento,olmedo y catacocha,urbana,san sebastian,imprudencia del conductor,1,0
12-25,15:15,-4.0040877,-79.1902601,choque lateral angular,rio maranon y rio pilcomayo,urbana,san sebastian,no respetar las senales de transito,0,0
12-26,19:56,-3.9914276,-79.2012288,choque lateral perpendicular,orillas de zamora y daniel alvarez,urbana,el valle,no respetar las senales de transito,0,0
12-27,10:20,-40095702,-79.2036506,choque lateral perpendicular,manuel agustin aguirre y chile,urbana,punzara,no respetar las senales de transito,0,0
12-28,07:50,-4.0088371,-79.196709,estrellamiento,jose enrique rodo y ramon y cajal,urbana,san sebastian,conducir en estado de embriaguez,0,0
12-27,19:24,-3.96057,-79.274182,choque por alcance,via catamayo loja,rural,n/n,no mantener la distancia reglamentaria,0,0
12-29,00:50,-4.0036817,-79.2141145,choque lateral perpendicular,eugenio espejo y colorados,urbana,sucre,no respetar las senales de transito,0,0
12-28,00:00,-3.995147,-79.200312,choque lateral angular,olmedo y colon,urbana,el sagrario,no ceder el derecho de via,0,0
12-29,02:40,-3.9875987,-79.2100894,estrellamiento,manuel carrion pinzano y bolivar bailon,urbana,sucre,conducir en estado de embriaguez,0,0
12-29,06:45,S/N,S/N,choque lateral angular,via loja cera sector naranjito,rural,n/n,imprudencia del conductor,0,0
